purchase_time,purchase_date,quantity
2017/5/9 22:05,2017/5/9,1
2017/6/13 18:15,2017/6/13,1
2017/5/2 12:10,2017/5/2,11
2017/5/4 19:14,2017/5/4,3
2017/6/13 18:26,2017/6/13,8
2017/5/28 23:01,2017/5/28,7
2017/5/29 10:34,2017/5/29,9
2017/5/29 22:34,2017/5/29,3
2017/6/9 18:52,2017/6/9,10
2017/5/2 16:27,2017/5/2,7
2017/5/16 13:32,2017/5/16,1
2017/5/27 16:31,2017/5/27,3
2017/5/14 23:34,2017/5/14,4
2017/5/21 19:07,2017/5/21,8
2017/6/11 9:07,2017/6/11,3
2017/6/11 15:25,2017/6/11,9
2017/6/11 14:25,2017/6/11,1
2017/6/13 8:55,2017/6/13,14
2017/5/7 21:35,2017/5/7,5
2017/5/12 17:03,2017/5/12,3
2017/6/15 15:24,2017/6/15,11
2017/5/4 21:25,2017/5/4,2
2017/6/9 10:16,2017/6/9,4
2017/6/9 12:11,2017/6/9,14
2017/5/10 16:04,2017/5/10,7
2017/6/3 12:03,2017/6/3,2
2017/6/11 17:40,2017/6/11,12
2017/6/12 14:07,2017/6/12,1
2017/5/19 9:11,2017/5/19,9
2017/5/14 10:15,2017/5/14,13
2017/5/29 13:38,2017/5/29,3
2017/6/4 10:29,2017/6/4,5
2017/5/15 10:25,2017/5/15,12
2017/5/19 21:20,2017/5/19,5
2017/6/4 16:07,2017/6/4,14
2017/5/22 14:04,2017/5/22,5
2017/5/23 21:17,2017/5/23,5
2017/6/12 21:16,2017/6/12,14
2017/5/17 4:45,2017/5/17,3
2017/5/8 17:41,2017/5/8,11
2017/5/22 22:05,2017/5/22,10
2017/5/19 8:48,2017/5/19,11
2017/6/9 23:53,2017/6/9,3
2017/5/22 19:56,2017/5/22,14
2017/5/25 14:07,2017/5/25,7
2017/6/9 17:15,2017/6/9,9
2017/5/31 20:24,2017/5/31,7
2017/5/6 17:25,2017/5/6,3
2017/6/6 23:34,2017/6/6,13
2017/6/5 14:30,2017/6/5,8
2017/5/21 16:55,2017/5/21,4
2017/5/30 11:43,2017/5/30,10
2017/5/26 16:33,2017/5/26,12
2017/5/11 14:47,2017/5/11,6
2017/5/6 12:16,2017/5/6,4
2017/5/7 12:08,2017/5/7,11
2017/5/16 19:55,2017/5/16,8
2017/5/31 17:45,2017/5/31,13
2017/6/8 19:21,2017/6/8,14
2017/6/1 16:10,2017/6/1,11
2017/5/7 14:04,2017/5/7,3
2017/5/21 20:31,2017/5/21,3
2017/6/15 8:53,2017/6/15,13
2017/6/3 18:16,2017/6/3,9
2017/6/8 23:17,2017/6/8,7
2017/5/18 12:48,2017/5/18,13
2017/5/7 18:46,2017/5/7,4
2017/5/4 23:31,2017/5/4,4
2017/6/14 15:29,2017/6/14,2
2017/5/4 12:57,2017/5/4,6
2017/5/19 15:09,2017/5/19,1
2017/6/11 13:29,2017/6/11,3
2017/6/12 17:14,2017/6/12,11
2017/6/6 15:01,2017/6/6,5
2017/5/1 13:01,2017/5/1,8
2017/5/22 18:18,2017/5/22,13
2017/5/24 19:10,2017/5/24,9
2017/6/5 13:54,2017/6/5,13
2017/5/29 18:08,2017/5/29,9
2017/5/7 22:49,2017/5/7,2
2017/6/9 13:52,2017/6/9,8
2017/5/29 18:59,2017/5/29,10
2017/6/7 17:02,2017/6/7,12
2017/5/18 18:01,2017/5/18,10
2017/6/11 13:25,2017/6/11,4
2017/6/7 13:47,2017/6/7,3
2017/5/4 9:16,2017/5/4,8
2017/6/8 22:00,2017/6/8,1
2017/5/17 18:34,2017/5/17,9
2017/6/1 16:04,2017/6/1,11
2017/5/16 20:09,2017/5/16,6
2017/5/24 16:21,2017/5/24,9
2017/6/2 15:04,2017/6/2,10
2017/5/10 0:37,2017/5/10,1
2017/5/7 18:44,2017/5/7,9
2017/6/11 10:47,2017/6/11,7
2017/5/16 17:26,2017/5/16,12
2017/6/4 18:08,2017/6/4,3
2017/6/2 10:14,2017/6/2,14
2017/5/12 16:58,2017/5/12,9
2017/5/28 14:36,2017/5/28,6
2017/5/12 19:20,2017/5/12,12
2017/5/13 22:51,2017/5/13,9
2017/5/23 23:25,2017/5/23,3
2017/5/9 20:21,2017/5/9,8
2017/6/10 15:22,2017/6/10,12
2017/5/15 13:04,2017/5/15,8
2017/5/21 19:36,2017/5/21,4
2017/6/3 11:36,2017/6/3,12
2017/5/1 22:35,2017/5/1,2
2017/5/15 17:16,2017/5/15,8
2017/5/24 9:46,2017/5/24,14
2017/5/15 22:48,2017/5/15,4
2017/5/30 8:13,2017/5/30,12
2017/5/16 13:47,2017/5/16,6
2017/5/16 14:47,2017/5/16,10
2017/5/17 17:06,2017/5/17,4
2017/5/15 11:32,2017/5/15,12
2017/5/14 14:48,2017/5/14,6
2017/5/6 11:40,2017/5/6,10
2017/6/15 7:53,2017/6/15,6
2017/5/6 16:14,2017/5/6,4
2017/6/3 20:30,2017/6/3,5
2017/5/22 15:17,2017/5/22,12
2017/6/13 20:13,2017/6/13,9
2017/5/17 6:58,2017/5/17,1
2017/5/22 14:15,2017/5/22,9
2017/5/15 22:41,2017/5/15,5
2017/6/8 11:53,2017/6/8,11
2017/5/16 21:35,2017/5/16,9
2017/6/7 10:37,2017/6/7,3
2017/5/9 20:24,2017/5/9,9
2017/5/29 9:58,2017/5/29,1
2017/5/28 18:10,2017/5/28,14
2017/5/20 0:19,2017/5/20,9
2017/6/9 16:05,2017/6/9,5
2017/6/8 17:55,2017/6/8,3
2017/5/4 15:23,2017/5/4,5
2017/5/29 9:37,2017/5/29,14
2017/5/30 16:14,2017/5/30,4
2017/6/8 21:53,2017/6/8,7
2017/6/3 10:16,2017/6/3,4
2017/6/1 13:32,2017/6/1,10
2017/5/6 13:45,2017/5/6,9
2017/6/1 10:56,2017/6/1,14
2017/5/3 21:09,2017/5/3,13
2017/6/2 15:58,2017/6/2,10
2017/5/9 15:59,2017/5/9,3
2017/6/11 4:37,2017/6/11,11
2017/5/16 15:04,2017/5/16,13
2017/5/9 10:19,2017/5/9,9
2017/5/23 17:12,2017/5/23,11
2017/5/31 18:00,2017/5/31,12
2017/6/4 23:49,2017/6/4,11
2017/5/17 18:29,2017/5/17,2
2017/6/8 9:01,2017/6/8,5
2017/6/2 14:32,2017/6/2,8
2017/5/1 18:58,2017/5/1,12
2017/5/22 21:53,2017/5/22,13
2017/6/13 8:42,2017/6/13,3
2017/5/29 11:39,2017/5/29,5
2017/5/2 16:49,2017/5/2,14
2017/5/14 16:13,2017/5/14,7
2017/6/4 21:23,2017/6/4,14
2017/5/27 8:33,2017/5/27,11
2017/5/11 17:30,2017/5/11,12
2017/5/12 21:25,2017/5/12,13
2017/5/8 14:35,2017/5/8,6
2017/6/5 21:32,2017/6/5,1
2017/5/5 14:56,2017/5/5,4
2017/5/16 2:35,2017/5/16,8
2017/5/26 0:39,2017/5/26,10
2017/6/8 16:37,2017/6/8,13
2017/5/11 8:58,2017/5/11,1
2017/5/21 19:59,2017/5/21,6
2017/5/26 13:21,2017/5/26,1
2017/6/12 14:57,2017/6/12,10
2017/5/10 20:35,2017/5/10,4
2017/5/2 21:15,2017/5/2,8
2017/6/14 14:13,2017/6/14,11
2017/6/12 9:43,2017/6/12,10
2017/5/14 8:39,2017/5/14,8
2017/5/19 10:36,2017/5/19,3
2017/5/21 21:09,2017/5/21,4
2017/6/13 11:12,2017/6/13,7
2017/6/7 10:57,2017/6/7,3
2017/6/2 18:30,2017/6/2,11
2017/5/19 16:39,2017/5/19,3
2017/5/1 13:11,2017/5/1,10
2017/5/20 15:56,2017/5/20,1
2017/5/19 16:38,2017/5/19,11
2017/6/6 13:42,2017/6/6,6
2017/5/10 18:31,2017/5/10,2
2017/5/3 13:34,2017/5/3,3
2017/6/10 21:01,2017/6/10,11
2017/5/6 15:22,2017/5/6,3
2017/5/30 8:45,2017/5/30,1
2017/5/20 18:34,2017/5/20,12
2017/5/13 19:45,2017/5/13,6
2017/6/6 11:23,2017/6/6,6
2017/5/22 14:20,2017/5/22,5
2017/6/2 10:25,2017/6/2,11
2017/5/10 15:05,2017/5/10,5
2017/5/30 9:27,2017/5/30,6
2017/5/22 16:17,2017/5/22,6
2017/5/13 13:15,2017/5/13,8
2017/6/3 18:24,2017/6/3,13
2017/6/6 21:24,2017/6/6,5
2017/5/4 22:11,2017/5/4,4
2017/5/4 12:21,2017/5/4,2
2017/5/14 9:14,2017/5/14,11
2017/6/7 18:40,2017/6/7,2
2017/6/13 12:43,2017/6/13,9
2017/5/31 15:10,2017/5/31,5
2017/5/31 7:55,2017/5/31,5
2017/5/9 14:05,2017/5/9,3
2017/5/28 21:12,2017/5/28,8
2017/5/17 19:00,2017/5/17,6
2017/5/20 17:04,2017/5/20,2
2017/6/5 14:25,2017/6/5,3
2017/5/29 23:02,2017/5/29,13
2017/5/8 22:42,2017/5/8,7
2017/5/30 15:43,2017/5/30,14
2017/5/10 22:08,2017/5/10,2
2017/6/5 13:52,2017/6/5,14
2017/5/30 17:36,2017/5/30,2
2017/5/24 0:13,2017/5/24,14
2017/6/14 11:13,2017/6/14,12
2017/5/21 19:21,2017/5/21,6
2017/5/18 14:17,2017/5/18,10
2017/5/9 23:09,2017/5/9,9
2017/5/17 9:27,2017/5/17,14
2017/5/12 22:03,2017/5/12,1
2017/5/13 21:23,2017/5/13,10
2017/6/13 10:01,2017/6/13,13
2017/6/14 15:54,2017/6/14,7
2017/6/13 9:03,2017/6/13,14
2017/6/2 11:44,2017/6/2,4
2017/5/2 13:44,2017/5/2,1
2017/5/16 21:56,2017/5/16,4
2017/6/1 17:19,2017/6/1,2
2017/5/14 1:23,2017/5/14,4
2017/5/18 10:58,2017/5/18,9
2017/6/5 22:17,2017/6/5,9
2017/5/5 11:56,2017/5/5,5
2017/6/1 0:05,2017/6/1,4
2017/6/7 9:59,2017/6/7,12
2017/6/4 0:27,2017/6/4,5
2017/5/22 14:58,2017/5/22,3
2017/5/20 19:07,2017/5/20,2
2017/5/25 12:53,2017/5/25,13
2017/5/11 12:28,2017/5/11,8
2017/6/14 14:53,2017/6/14,12
2017/5/28 18:03,2017/5/28,12
2017/5/4 19:16,2017/5/4,7
2017/5/18 9:42,2017/5/18,5
2017/6/13 16:45,2017/6/13,1
2017/5/15 8:50,2017/5/15,8
2017/6/8 23:36,2017/6/8,7
2017/5/8 13:52,2017/5/8,8
2017/6/11 18:57,2017/6/11,6
2017/5/16 20:42,2017/5/16,5
2017/5/6 17:08,2017/5/6,3
2017/5/29 0:35,2017/5/29,12
2017/6/1 9:53,2017/6/1,13
2017/5/18 22:42,2017/5/18,7
2017/6/12 9:33,2017/6/12,12
2017/6/8 11:19,2017/6/8,10
2017/5/19 18:49,2017/5/19,2
2017/5/30 16:20,2017/5/30,8
2017/5/25 11:52,2017/5/25,12
2017/5/12 15:30,2017/5/12,1
2017/5/18 23:40,2017/5/18,7
2017/5/3 15:49,2017/5/3,2
2017/6/9 15:41,2017/6/9,12
2017/6/10 17:16,2017/6/10,3
2017/6/11 20:03,2017/6/11,6
2017/5/13 10:00,2017/5/13,7
2017/5/16 18:26,2017/5/16,4
2017/6/12 13:38,2017/6/12,10
2017/5/25 17:22,2017/5/25,9
2017/5/10 16:57,2017/5/10,7
2017/5/20 16:37,2017/5/20,8
2017/6/9 10:11,2017/6/9,9
2017/6/12 20:15,2017/6/12,6
2017/5/9 10:57,2017/5/9,13
2017/5/15 18:14,2017/5/15,5
2017/5/10 20:31,2017/5/10,13
2017/5/8 8:06,2017/5/8,7
2017/5/28 22:38,2017/5/28,7
2017/6/15 0:40,2017/6/15,7
2017/6/6 17:05,2017/6/6,7
2017/5/12 13:24,2017/5/12,9
2017/5/28 20:03,2017/5/28,12
2017/5/17 14:07,2017/5/17,6
2017/5/24 21:12,2017/5/24,7
2017/6/12 9:38,2017/6/12,10
2017/5/14 15:12,2017/5/14,13
2017/6/5 18:20,2017/6/5,4
2017/5/28 19:15,2017/5/28,4
2017/5/23 13:50,2017/5/23,8
2017/5/6 9:12,2017/5/6,5
2017/5/11 17:29,2017/5/11,12
2017/6/8 18:24,2017/6/8,1
2017/6/5 16:24,2017/6/5,4
2017/5/11 10:19,2017/5/11,11
2017/5/26 21:17,2017/5/26,6
2017/5/6 21:03,2017/5/6,3
2017/6/12 10:44,2017/6/12,5
2017/6/4 14:00,2017/6/4,10
2017/6/14 22:51,2017/6/14,9
2017/5/2 15:15,2017/5/2,10
2017/5/9 10:45,2017/5/9,14
2017/5/2 14:50,2017/5/2,10
2017/5/15 16:48,2017/5/15,2
2017/5/7 21:00,2017/5/7,5
2017/5/17 21:10,2017/5/17,3
2017/6/7 18:02,2017/6/7,2
2017/6/8 9:43,2017/6/8,12
2017/5/31 22:59,2017/5/31,10
2017/6/11 23:15,2017/6/11,1
2017/6/14 14:50,2017/6/14,1
2017/5/17 10:35,2017/5/17,12
2017/5/10 15:59,2017/5/10,2
2017/5/8 8:55,2017/5/8,14
2017/5/28 12:47,2017/5/28,8
2017/5/4 11:11,2017/5/4,7
2017/5/16 7:54,2017/5/16,14
2017/5/12 22:34,2017/5/12,10
2017/5/6 14:18,2017/5/6,12
2017/6/11 12:10,2017/6/11,3
2017/6/6 13:47,2017/6/6,3
2017/5/9 13:20,2017/5/9,12
2017/5/18 20:43,2017/5/18,2
2017/6/6 22:03,2017/6/6,1
2017/6/2 12:20,2017/6/2,7
2017/5/24 11:02,2017/5/24,4
2017/5/24 23:23,2017/5/24,8
2017/6/10 14:28,2017/6/10,12
2017/5/22 18:54,2017/5/22,9
2017/6/1 15:30,2017/6/1,6
2017/5/7 18:36,2017/5/7,13
2017/5/1 21:15,2017/5/1,11
2017/5/19 15:41,2017/5/19,2
2017/5/16 20:50,2017/5/16,11
2017/6/15 21:23,2017/6/15,2
2017/5/21 15:02,2017/5/21,4
2017/6/3 0:29,2017/6/3,3
2017/5/2 21:33,2017/5/2,4
2017/5/25 18:10,2017/5/25,1
2017/5/29 12:01,2017/5/29,14
2017/5/20 15:52,2017/5/20,8
2017/6/2 21:18,2017/6/2,8
2017/5/20 10:30,2017/5/20,13
2017/5/30 15:12,2017/5/30,2
2017/5/29 15:36,2017/5/29,2
2017/5/19 10:26,2017/5/19,14
2017/5/25 14:45,2017/5/25,11
2017/6/13 15:17,2017/6/13,1
2017/6/2 22:09,2017/6/2,3
2017/5/30 22:47,2017/5/30,12
2017/6/12 21:33,2017/6/12,11
2017/5/16 10:49,2017/5/16,10
2017/5/18 2:32,2017/5/18,11
2017/5/7 20:22,2017/5/7,12
2017/5/11 19:17,2017/5/11,12
2017/6/13 12:10,2017/6/13,3
2017/5/20 15:09,2017/5/20,5
2017/6/4 17:24,2017/6/4,7
2017/5/18 23:35,2017/5/18,3
2017/5/28 15:04,2017/5/28,3
2017/5/6 23:03,2017/5/6,12
2017/5/25 7:49,2017/5/25,1
2017/5/9 16:27,2017/5/9,13
2017/5/10 17:47,2017/5/10,13
2017/5/21 11:36,2017/5/21,9
2017/5/9 16:33,2017/5/9,4
2017/6/12 13:47,2017/6/12,3
2017/6/9 18:33,2017/6/9,3
2017/6/8 11:31,2017/6/8,11
2017/6/6 15:19,2017/6/6,13
2017/6/4 18:58,2017/6/4,8
2017/5/29 9:22,2017/5/29,1
2017/5/12 18:09,2017/5/12,4
2017/5/4 16:50,2017/5/4,12
2017/5/5 16:46,2017/5/5,5
2017/6/5 17:14,2017/6/5,1
2017/5/26 10:56,2017/5/26,7
2017/5/7 17:57,2017/5/7,3
2017/5/14 20:16,2017/5/14,1
2017/6/3 23:11,2017/6/3,2
2017/5/1 21:15,2017/5/1,11
2017/5/12 12:52,2017/5/12,12
2017/6/13 13:00,2017/6/13,3
2017/5/18 11:54,2017/5/18,9
2017/5/10 17:15,2017/5/10,3
2017/6/1 13:17,2017/6/1,6
2017/5/16 9:36,2017/5/16,13
2017/6/6 20:29,2017/6/6,2
2017/6/3 21:36,2017/6/3,6
2017/5/7 20:43,2017/5/7,6
2017/5/4 15:27,2017/5/4,2
2017/6/15 22:49,2017/6/15,3
2017/5/18 12:50,2017/5/18,5
2017/5/27 19:51,2017/5/27,8
2017/5/23 21:41,2017/5/23,2
2017/6/1 16:09,2017/6/1,10
2017/5/10 15:44,2017/5/10,4
2017/5/7 13:46,2017/5/7,12
2017/6/4 12:09,2017/6/4,4
2017/6/12 19:38,2017/6/12,11
2017/5/23 17:22,2017/5/23,6
2017/5/21 9:34,2017/5/21,13
2017/5/14 14:37,2017/5/14,10
2017/6/5 10:31,2017/6/5,7
2017/6/10 20:57,2017/6/10,10
2017/6/12 10:26,2017/6/12,1
2017/6/13 16:44,2017/6/13,7
2017/5/24 8:57,2017/5/24,11
2017/5/31 11:29,2017/5/31,3
2017/5/21 18:53,2017/5/21,12
2017/5/24 20:02,2017/5/24,7
2017/5/18 14:35,2017/5/18,9
2017/6/8 11:30,2017/6/8,3
2017/5/23 16:22,2017/5/23,13
2017/6/15 11:10,2017/6/15,1
2017/5/19 4:16,2017/5/19,8
2017/5/24 14:09,2017/5/24,11
2017/5/18 7:52,2017/5/18,1
2017/5/14 18:35,2017/5/14,8
2017/5/24 22:30,2017/5/24,13
2017/5/6 15:43,2017/5/6,2
2017/6/7 16:34,2017/6/7,10
2017/5/21 14:33,2017/5/21,5
2017/5/14 23:29,2017/5/14,14
2017/5/13 1:16,2017/5/13,6
2017/5/21 8:00,2017/5/21,1
2017/6/6 14:44,2017/6/6,9
2017/5/26 14:11,2017/5/26,5
2017/6/9 9:47,2017/6/9,7
2017/5/22 23:09,2017/5/22,9
2017/6/7 20:09,2017/6/7,12
2017/6/3 13:13,2017/6/3,6
2017/5/9 9:37,2017/5/9,14
2017/5/3 13:36,2017/5/3,9
2017/6/5 9:56,2017/6/5,8
2017/5/8 19:30,2017/5/8,11
2017/5/11 20:12,2017/5/11,14
2017/6/8 13:19,2017/6/8,11
2017/5/16 16:39,2017/5/16,1
2017/5/17 1:34,2017/5/17,12
2017/5/30 17:11,2017/5/30,6
2017/5/8 12:01,2017/5/8,5
2017/5/28 19:28,2017/5/28,8
2017/5/26 10:43,2017/5/26,6
2017/5/7 21:27,2017/5/7,13
2017/6/12 6:50,2017/6/12,9
2017/5/16 15:39,2017/5/16,12
2017/5/24 9:16,2017/5/24,12
2017/5/31 14:41,2017/5/31,8
2017/5/16 18:41,2017/5/16,9
2017/5/25 17:10,2017/5/25,11
2017/5/26 9:40,2017/5/26,10
2017/5/30 11:43,2017/5/30,8
2017/5/31 11:38,2017/5/31,6
2017/6/3 15:01,2017/6/3,6
2017/6/9 13:59,2017/6/9,8
2017/5/6 16:13,2017/5/6,14
2017/5/10 8:02,2017/5/10,9
2017/6/3 23:46,2017/6/3,7
2017/6/5 21:49,2017/6/5,11
2017/5/17 23:32,2017/5/17,4
2017/5/30 22:39,2017/5/30,10
2017/6/15 14:38,2017/6/15,14
2017/6/4 20:28,2017/6/4,5
2017/5/9 22:42,2017/5/9,7
2017/5/7 17:42,2017/5/7,4
2017/5/21 11:15,2017/5/21,12
2017/6/7 14:43,2017/6/7,6
2017/6/13 11:13,2017/6/13,3
2017/6/8 16:15,2017/6/8,2
2017/5/5 8:21,2017/5/5,2
2017/5/17 18:02,2017/5/17,9
2017/5/30 16:27,2017/5/30,5
2017/5/16 0:46,2017/5/16,9
2017/6/13 15:38,2017/6/13,9
2017/6/12 20:31,2017/6/12,8
2017/6/15 20:59,2017/6/15,3
2017/5/18 11:00,2017/5/18,11
2017/5/18 21:31,2017/5/18,1
2017/5/14 5:55,2017/5/14,4
2017/5/11 11:44,2017/5/11,6
2017/5/11 22:11,2017/5/11,12
2017/5/14 1:08,2017/5/14,10
2017/5/4 13:02,2017/5/4,3
2017/5/31 17:47,2017/5/31,12
2017/5/11 23:13,2017/5/11,8
2017/6/12 22:07,2017/6/12,3
2017/6/2 8:29,2017/6/2,13
2017/5/23 22:12,2017/5/23,11
2017/5/9 17:19,2017/5/9,10
2017/5/14 22:26,2017/5/14,8
2017/6/5 17:05,2017/6/5,12
2017/6/9 19:00,2017/6/9,13
2017/5/15 14:14,2017/5/15,11
2017/6/3 13:21,2017/6/3,9
2017/5/31 12:45,2017/5/31,14
2017/6/13 14:52,2017/6/13,12
2017/6/2 11:57,2017/6/2,8
2017/6/10 19:03,2017/6/10,7
2017/6/2 14:02,2017/6/2,14
2017/5/2 12:02,2017/5/2,13
2017/5/13 19:52,2017/5/13,9
2017/6/7 21:41,2017/6/7,13
2017/5/3 10:06,2017/5/3,10
2017/6/6 2:49,2017/6/6,12
2017/5/24 19:32,2017/5/24,6
2017/6/13 18:16,2017/6/13,13
2017/6/13 15:31,2017/6/13,10
2017/5/18 6:54,2017/5/18,12
2017/5/1 19:26,2017/5/1,10
2017/5/24 15:31,2017/5/24,4
2017/5/9 15:22,2017/5/9,13
2017/6/14 9:26,2017/6/14,6
2017/5/8 22:36,2017/5/8,13
2017/5/5 9:01,2017/5/5,10
2017/6/8 16:46,2017/6/8,7
2017/6/11 19:08,2017/6/11,11
2017/5/24 3:14,2017/5/24,13
2017/5/22 11:30,2017/5/22,11
2017/6/13 12:44,2017/6/13,6
2017/6/4 11:21,2017/6/4,8
2017/6/1 17:59,2017/6/1,11
2017/5/18 9:51,2017/5/18,4
2017/5/20 15:47,2017/5/20,13
2017/5/28 2:29,2017/5/28,10
2017/6/2 11:29,2017/6/2,6
2017/5/9 21:15,2017/5/9,13
2017/6/11 18:44,2017/6/11,6
2017/5/14 16:08,2017/5/14,5
2017/5/7 19:20,2017/5/7,4
2017/6/2 16:17,2017/6/2,4
2017/5/7 23:32,2017/5/7,12
2017/6/15 20:11,2017/6/15,1
2017/6/11 10:43,2017/6/11,3
2017/5/16 21:10,2017/5/16,4
2017/5/8 15:07,2017/5/8,13
2017/5/30 17:52,2017/5/30,2
2017/5/21 22:07,2017/5/21,11
2017/5/11 23:24,2017/5/11,12
2017/5/4 14:51,2017/5/4,14
2017/5/24 12:43,2017/5/24,6
2017/5/11 11:47,2017/5/11,11
2017/5/6 20:11,2017/5/6,12
2017/6/2 15:14,2017/6/2,9
2017/6/8 11:18,2017/6/8,4
2017/5/22 12:30,2017/5/22,13
2017/6/7 20:15,2017/6/7,12
2017/5/8 11:36,2017/5/8,11
2017/5/22 13:35,2017/5/22,6
2017/6/7 22:34,2017/6/7,12
2017/6/8 16:46,2017/6/8,8
2017/5/22 17:20,2017/5/22,1
2017/5/30 22:39,2017/5/30,14
2017/5/23 21:31,2017/5/23,11
2017/5/7 17:27,2017/5/7,7
2017/5/29 22:08,2017/5/29,13
2017/6/7 18:06,2017/6/7,1
2017/6/12 0:35,2017/6/12,4
2017/6/2 9:28,2017/6/2,8
2017/6/2 12:06,2017/6/2,11
2017/6/4 21:48,2017/6/4,4
2017/6/14 20:17,2017/6/14,14
2017/5/1 10:49,2017/5/1,1
2017/5/16 0:42,2017/5/16,11
2017/5/1 18:38,2017/5/1,3
2017/5/23 11:19,2017/5/23,8
2017/5/22 23:53,2017/5/22,1
2017/6/15 7:42,2017/6/15,2
2017/5/28 16:38,2017/5/28,2
2017/5/25 15:54,2017/5/25,4
2017/5/21 20:59,2017/5/21,2
2017/5/6 11:26,2017/5/6,14
2017/5/18 8:06,2017/5/18,10
2017/5/26 10:44,2017/5/26,9
2017/5/1 8:58,2017/5/1,6
2017/5/2 12:48,2017/5/2,2
2017/5/7 22:18,2017/5/7,5
2017/6/4 2:56,2017/6/4,11
2017/6/7 7:29,2017/6/7,8
2017/5/15 16:46,2017/5/15,7
2017/5/22 14:07,2017/5/22,6
2017/5/5 14:13,2017/5/5,12
2017/5/21 8:01,2017/5/21,1
2017/6/3 9:27,2017/6/3,9
2017/5/13 11:44,2017/5/13,6
2017/5/3 21:20,2017/5/3,5
2017/5/18 12:59,2017/5/18,7
2017/5/8 8:30,2017/5/8,8
2017/6/9 13:25,2017/6/9,10
2017/5/23 21:51,2017/5/23,1
2017/5/29 14:06,2017/5/29,4
2017/6/14 13:52,2017/6/14,9
2017/5/20 15:46,2017/5/20,1
2017/6/14 15:07,2017/6/14,6
2017/6/14 14:26,2017/6/14,7
2017/5/1 10:20,2017/5/1,5
2017/5/11 16:15,2017/5/11,7
2017/5/10 12:57,2017/5/10,2
2017/5/1 17:23,2017/5/1,1
2017/6/15 8:50,2017/6/15,2
2017/5/16 15:12,2017/5/16,12
2017/5/24 10:54,2017/5/24,7
2017/5/9 12:57,2017/5/9,2
2017/5/16 22:25,2017/5/16,2
2017/6/10 20:32,2017/6/10,12
2017/5/10 11:31,2017/5/10,10
2017/5/2 23:22,2017/5/2,7
2017/5/22 23:11,2017/5/22,12
2017/5/22 17:54,2017/5/22,14
2017/5/15 21:59,2017/5/15,13
2017/5/22 9:55,2017/5/22,14
2017/5/13 16:46,2017/5/13,2
2017/6/15 10:15,2017/6/15,7
2017/5/27 20:02,2017/5/27,7
2017/5/3 1:33,2017/5/3,9
2017/5/17 20:01,2017/5/17,14
2017/5/3 12:00,2017/5/3,13
2017/6/9 17:01,2017/6/9,13
2017/6/4 18:42,2017/6/4,13
2017/5/19 22:30,2017/5/19,10
2017/5/17 18:30,2017/5/17,12
2017/5/9 1:57,2017/5/9,3
2017/5/19 13:04,2017/5/19,11
2017/5/21 22:42,2017/5/21,13
2017/6/10 12:09,2017/6/10,6
2017/5/21 9:51,2017/5/21,13
2017/6/15 13:17,2017/6/15,12
2017/6/15 17:29,2017/6/15,9
2017/6/9 14:24,2017/6/9,6
2017/5/13 14:42,2017/5/13,1
2017/6/5 12:22,2017/6/5,1
2017/6/15 23:43,2017/6/15,10
2017/6/15 17:23,2017/6/15,8
2017/6/7 11:50,2017/6/7,11
2017/5/29 11:19,2017/5/29,7
2017/6/5 11:22,2017/6/5,4
2017/6/4 20:35,2017/6/4,7
2017/6/14 16:51,2017/6/14,10
2017/5/1 19:33,2017/5/1,3
2017/5/6 10:24,2017/5/6,5
2017/5/4 12:04,2017/5/4,9
2017/5/29 19:12,2017/5/29,14
2017/6/3 16:21,2017/6/3,1
2017/5/16 16:01,2017/5/16,9
2017/5/1 11:19,2017/5/1,5
2017/6/7 9:34,2017/6/7,12
2017/5/17 16:08,2017/5/17,7
2017/5/23 12:54,2017/5/23,6
2017/5/4 11:01,2017/5/4,1
2017/6/3 14:32,2017/6/3,11
2017/6/5 22:38,2017/6/5,11
2017/5/29 23:34,2017/5/29,11
2017/5/8 13:05,2017/5/8,7
2017/6/4 19:55,2017/6/4,5
2017/5/2 15:04,2017/5/2,6
2017/6/5 7:01,2017/6/5,2
2017/6/8 1:01,2017/6/8,11
2017/6/5 17:34,2017/6/5,1
2017/5/3 23:01,2017/5/3,11
2017/6/10 3:30,2017/6/10,2
2017/5/22 10:11,2017/5/22,13
2017/5/25 17:22,2017/5/25,13
2017/5/20 9:56,2017/5/20,2
2017/5/2 0:38,2017/5/2,4
2017/5/13 14:36,2017/5/13,2
2017/5/3 9:33,2017/5/3,13
2017/6/3 9:57,2017/6/3,5
2017/5/29 21:46,2017/5/29,14
2017/5/17 9:07,2017/5/17,7
2017/5/30 18:18,2017/5/30,13
2017/6/8 11:45,2017/6/8,4
2017/6/5 22:37,2017/6/5,1
2017/5/2 15:37,2017/5/2,7
2017/5/15 12:51,2017/5/15,12
2017/6/13 3:31,2017/6/13,10
2017/5/22 19:23,2017/5/22,7
2017/5/14 21:45,2017/5/14,12
2017/5/22 21:17,2017/5/22,2
2017/5/13 16:53,2017/5/13,9
2017/6/4 22:31,2017/6/4,3
2017/6/9 10:55,2017/6/9,7
2017/5/19 14:41,2017/5/19,2
2017/5/12 10:11,2017/5/12,6
2017/5/18 19:43,2017/5/18,12
2017/5/21 20:42,2017/5/21,12
2017/5/8 16:25,2017/5/8,12
2017/6/11 17:50,2017/6/11,14
2017/5/23 18:39,2017/5/23,11
